frag,score,size
[1*]NC(=O)Cn1ccccc1=O,0.8176154043812645,12
[1*]c1cccnc1Nc1ccccc1,0.8175113736004518,14
[1*]c1cccc(CN2CCO[C@@H](C)C2)c1,0.8168843902625232,15
[1*]C1=NCC(=O)N1[1*],0.8167146696708474,8
[1*]c1ccccc1NC(=O)C(F)(F)F,0.8163051671183142,14
[1*]C1CCN(C(=O)NCC(=O)N(C)C)CC1,0.8163011137509941,16
[1*]C(=O)NCC1CCC1,0.8161830359405896,9
[1*]C1CCN(C(=O)c2cncc(C)c2)CC1,0.8158239300771283,16
[1*]C1CN(c2nc3ccc(OC)cc3s2)C1,0.8151745993865737,16
[1*]OCC(=O)Nc1cccc(C)c1C,0.8148890861823966,14
[1*]c1nn(C)c(C)c1Cl,0.8144493682857672,9
[1*]OC(=O)N[C@H]([1*])C,0.8138766961919319,8
[1*]c1csc(N2CCCC2=O)n1,0.8136679584492421,12
[1*]c1cc(Cl)ccc1OCC(=O)N1CCCC1,0.8136101800744491,17
[1*]c1cc(Br)c(CO)cc1OC,0.8131569447015026,12
[1*]c1cc(OC)ccc1OCC(F)(F)F,0.8125685807782315,15
[1*]c1ccc(NC(C)=O)cc1F,0.8116695549095665,12
[1*]c1ccc2c(c1)SCC(=O)N2,0.8111080119665238,12
[1*]c1ncccc1C(=O)NCC,0.8100093685894111,12
[1*]c1ncc(C(C)C)s1,0.8096607350812476,9
[1*]n1nnc(-c2ccccc2F)n1,0.809386062780026,13
[1*]C1CN(C(C)=O)C1,0.8090554614932289,8
[1*]C1CCN(C(=O)c2ccc(C)c(C)c2)CC1,0.8089212246014975,17
[1*]c1cc(C(C)C)ccc1OC,0.8087894480388175,12
[1*]c1cccc(CNS(C)(=O)=O)c1,0.8077159061429517,13
[1*]c1nc2cc(NC(=O)CC(C)C)ccc2n1C,0.8075961363016522,18
[1*]c1cc(CC(=O)NCC(C)C)no1,0.8075396901874757,14
[1*]c1ccc(-c2cccc(F)c2)cc1,0.8072891744461417,14
[1*]OCCN(C)C(=O)NC[1*],0.8072767458959982,11
[1*]CN([1*])C(=O)Cc1ccc(C)c(O)c1,0.8070980959699885,15
[1*]c1nc(N)nc(C)c1C(=O)N(CC)CC,0.8063683553815746,16
[1*]C(=O)CNC(=O)c1ccccc1F,0.8058021907878501,14
[1*]c1cc(Cl)ccc1C(=O)N1CCCC1,0.805252160085519,15
[1*]Cc1ccc(O)c(OCC)c1,0.8049676689063288,12
[1*]c1ccccc1-n1cncn1,0.804947200944516,12
[1*]c1ccc(NC(=O)CC(F)(F)F)cc1,0.8048625404739437,15
[1*]c1ccc(NC(=O)CCNC(C)=O)cc1,0.8043693279463553,16
[1*]c1ccc(Cl)cc1NC(=O)CC#N,0.8039514359547006,14
[1*]c1ccc([1*])c(N(C)C)n1,0.803685758958189,11
[1*]C(=O)N1CCC(O)CC1,0.803685758958189,10
[1*]c1c(C)cc(C)cc1Br,0.8035100167276635,10
[1*]c1ccc(=O)n(CCN2CCOCC2)c1,0.803481039068165,16
[1*]c1cccc(OCC(=O)N(C)c2ccccc2)c1,0.8029433302583809,19
[1*]C1CCN(C(=O)c2ccc(O)c(Cl)c2)CC1,0.8027296530821634,17
[1*]c1nn(C)cc1Br,0.8025965293195503,8
[1*]C1(c2ccc(C)cc2)CCOCC1,0.802504112370066,14
[1*]n1nc(C)c2ccccc12,0.8024515298781421,11
[1*]c1cc(Br)ccc1CO,0.8023505100853063,10
[1*]c1cc(OC)c(OC)cc1CC,0.8020941092271019,13
[1*]CN([1*])C(=O)Nc1nncs1,0.8020283525099511,12
[1*]C1CN(S(=O)(=O)C2CC2)C1,0.801976824141556,11
[1*]C1CCN(C(=O)CCCC)CC1,0.8018484694640351,13
[1*][C@H]1CCCCN1C(=O)c1ccccc1,0.8016776762139461,15
[1*]CC(=O)NC(=O)Nc1ccccc1F,0.801228546190004,15
[1*]c1ccc(C(N)=O)cc1[1*],0.8008997644803892,11
[1*]c1ccc(N2CCN(c3ccccc3OC)CC2)nc1,0.8005012852465245,21
[1*]c1cc(CC(=O)NCC)no1,0.8003971234812607,12
[1*]n1cc(Cl)c(N)n1,0.8003167156914269,8
[1*]N1CCCN(C(=O)c2cccc(F)c2)CC1,0.8002642823124156,17
[1*]c1cc(C)nn1C(C)C,0.7999768096320837,10
[1*]c1c(C)nn(C)c1N,0.7998696375995986,9
[1*]NC(=O)Cc1cc(C)on1,0.7994911248779978,11
[1*]c1ccccc1NC(=O)OC,0.799248306122222,12
[1*]C(=O)CCC(=O)Nc1ccccc1F,0.7992365225151977,15
[1*]N1CCC(n2cccc2)CC1,0.7990902306869688,12
[1*]C1CCN(C(=O)c2ccccc2C)CC1,0.7990849695925921,16
[1*]CN([1*])C(=O)Nc1ccc(C#N)cc1,0.7990333049455193,15
[1*]N1CCN(C(=O)c2ccc(C)c(C)c2)CC1,0.7989796198569141,17
[1*]c1ccc(S(N)(=O)=O)cc1F,0.7986556013757119,12
[1*]c1cc(C(F)(F)F)ccc1NC,0.7983452960015779,13
[1*]CNC(=O)Oc1ccccc1,0.7980709089524799,12
[1*][C@H]1CC(c2ccc(OC)cc2)=NO1,0.7980295420904707,14
[1*]c1cc(-c2ccc(OC)cc2)no1,0.7977753852180655,14
[1*]C1CCN(C(=O)NCc2ccccc2)CC1,0.7976779864714351,17
[1*]CN([1*])C(=O)NCc1cccnc1,0.797577147329556,14
[1*]CCC(=O)NCC([1*])=O,0.7975550325619783,10
[1*]C1CCN(c2ccc(OC(F)F)cc2)CC1,0.7972015617205293,17
[1*]Nc1ccccc1S(C)(=O)=O,0.7970703643481278,12
[1*]c1ccnc2c1OCO2,0.796551180718413,10
[1*]c1ccc(NC(=O)N(CC)CC)c(C)c1,0.7961181738148096,16
[1*]c1ccc(S(N)(=O)=O)c(C)c1,0.7960927851587255,12
[1*]c1nc(NCCC)ncc1F,0.7960883169406301,12
[1*]c1ccc(C)cc1NC,0.7960207526469909,10
[1*]c1ncc(C(=O)N2CCOCC2)cc1Cl,0.7953776674537897,16
[1*]c1csc(NC(C)(C)C)n1,0.7953412643463058,11
[1*]c1cc(C)cc(O)c1,0.794765020234703,9
[1*]c1cccc(S(=O)(=O)NC(C)(C)C)c1,0.794765020234703,15
[1*]c1ccn([1*])c(=O)n1,0.7946289119226714,9
[1*]c1cc(N2CCOCC2)ncn1,0.7945854801432396,13
[1*]CN(CC)C(=O)C(=O)N[1*],0.7943677805360407,11
[1*]c1nn(-c2ccccc2)nc1C,0.7943023032455218,13
[1*]C1(C(=O)N(C)C)CCCCC1,0.7941220073248539,12
[1*]c1ccc(C(=O)N(C)CC(C)(C)C)cc1,0.7940347281378528,16
[1*]c1sc2c(c1C(=O)NC)CCC2,0.7939269922135439,13
[1*]c1cnc(-c2ccc(F)cc2)nc1N(C)CC,0.7939093772750411,18
[1*]c1ccc2c(c1)N(C(C)=O)CC2,0.7937878361844262,13
[1*]C1=NN(c2ccccc2)C(=O)C1,0.7935024657086832,13
[1*][C@@H]1CC(=O)N(c2ccccc2Cl)C1,0.7933939926467222,14
[1*]n1nc(N)cc1C,0.7931420915280492,8
[1*]n1cc(C(=O)NCCC)nn1,0.7931067031772625,12
[1*]c1nnn(CC(=O)NCC(F)(F)F)n1,0.792812989757495,15
[1*]c1ccc(C)c(C(=O)N2CCOCC2)c1,0.7927684257038489,16
[1*]N1CCN(C(=O)NCC(C)C)CC1,0.7922984945324232,14
[1*]N1CCN(C(=O)c2cc(Cl)ccc2F)CC1,0.7922882530393704,17
[1*]n1nnc(C(=O)NC(C)C)c1COC,0.7918177505716255,15
[1*]c1cccnc1N1CCCC1,0.7917937734283705,12
[1*]CNC(=O)C/C=C/[1*],0.7917642937983269,9
[1*]N1CCN(c2cc(F)ccc2F)CC1,0.7916753853287579,15
[1*]N1CCN(Cc2cncs2)CC1,0.7916103045219901,13
[1*]N1C(=O)[C@H](NC(C)=O)c2ccccc21,0.7915126335926472,15
[1*]c1ccc(C(=O)NCc2ccc(C)cc2)s1,0.7914139079143014,17
[1*]c1csc(NCC(C)C)n1,0.7913942719336337,11
[1*]c1ccc(OC(C)C)c(Cl)c1,0.7913838979724865,12
[1*]c1cc(OC)ccc1NC(=O)OC(C)(C)C,0.7913575971598236,17
[1*]c1cccc(CC#N)c1,0.7913002572532561,10
[1*]C1=C(N(C)C)c2ccccc2SC1,0.7912215081782223,14
[1*]NC(=O)Cc1cccc(F)c1,0.7911669486820715,12
[1*]c1nc2c(s1)CN(C(=O)OCC)CC2,0.7910109451189956,15
[1*]c1cccc(Cl)c1N1CCCC1,0.790989303638748,13
[1*]n1c(CCC(F)(F)F)n[nH]c1=O,0.7909644661245051,13
[1*]c1nnc(NC(=O)C(C)C)s1,0.7909174848204826,12
[1*]n1cc(C(=O)NC)ccc1=O,0.7907601024983767,12
[1*]N1CCC[C@@H](C(=O)N(CC)CC)C1,0.7903871419691868,14
[1*]c1nc(C(=O)NCC)cs1,0.7903850996336269,11
[1*]c1ccc(C)c(NC(=O)CCC(C)C)c1,0.7902466124236192,16
[1*]C(=O)NCC(=O)N1CCCC1,0.7902004051020948,12
[1*]N1CCC[C@@H](C(=O)NC2CC2)C1,0.7901990362455648,13
[1*]CN([1*])C(=O)Nc1ccc2c(c1)OCO2,0.7898803295862737,16
[1*]c1ccc2c(c1)CCCN2C(=O)c1ccc(C)cc1,0.7898792197198528,20
[1*]N1CCN(c2c(Cl)cncc2Cl)CC1,0.7897969465722762,15
[1*]C(=O)NCC(=O)N(C)CC[1*],0.7896482315226357,12
[1*]c1cccc(OCC(=O)N(C)c2ccc(C)cc2)c1,0.7896170066743169,20
[1*]c1ccc(CNC(=O)CCC(C)C)cc1,0.789393705183097,16
[1*]n1cc(NC(=O)C(CC)CC)cn1,0.7893711278498519,14
[1*]n1cc(C)c(NC(=O)N(CC)CC)n1,0.7893678838574876,15
[1*]C1=CCN(C(=O)CNC(=O)OC)CC1,0.789170661563558,15
[1*]N1CCN(c2ccc(F)cn2)CC1,0.7884982959936934,14
[1*][C@H]1Cc2cccc(F)c2O1,0.7884704674288401,11
[1*]C(=O)N1CCC(OC)CC1,0.7883135411005905,11
[1*]c1nn(CCC)c2ccccc12,0.7882957495135997,13
[1*]c1cccc(-c2ccn[nH]2)c1,0.788160905401235,12
[1*]c1nc(NC)ccc1Cl,0.7881465048216354,10
[1*]c1ccccc1N1CCNC(=O)C1,0.7881113032015064,14
[1*]C(=O)NCc1ccc(F)c(C)c1,0.7880993745929052,13
[1*]C1CCN(C(=O)CSC(C)(C)C)CC1,0.7880511882560667,15
[1*]c1cnc([1*])c(Cl)c1,0.788026326487646,9
[1*]NC(=O)CCc1ccc(F)cc1,0.7880169740499108,13
[1*]c1c(F)cccc1C(N)=O,0.7880061504517749,11
[1*]c1cc(O)cc(Br)c1,0.787670572304454,9
[1*]c1ccc(=O)n(CC(=O)NC(C)(C)C)n1,0.7876499949623929,16
[1*]c1nc(C(=O)N2CCCC2)cs1,0.7876099658915513,13
[1*]c1ccc(F)cc1CO,0.787549038730864,10
[1*]C(=O)N1CCC(NC(C)=O)CC1,0.787530263001054,13
[1*]c1c(N2CCCC2)cccc1N1CCCC1,0.7873845335990123,17
[1*]N1CCN(C(=O)OC)CC1,0.7873607588838719,11
[1*]c1c(C)cccc1C(=O)[O-],0.7873397059424811,11
[1*]N1C(=O)COc2ccc(Cl)cc21,0.7872494380002415,13
[1*]N1CCN(CC(=O)NCC)C1=O,0.7870413006678445,13
[1*]c1ccc([C@H](C)O)cc1F,0.7869557209030732,11
[1*]NC(=O)NCc1ccccc1F,0.7869294609323682,13
[1*]c1ccc2c(c1)C(=O)N(C1CC1)C2=O,0.7869265921083883,15
[1*]N1C(=O)C(C)(C)Nc2ccccc21,0.7867625151354446,14
[1*]c1nc(CSCC(=O)NC(C)(C)C)no1,0.7865648429518677,16
[1*]C1=Cc2ccccc2OC=C1,0.7865350406432092,12
[1*]CN1CCN(C(=O)OC)CC1,0.7865348410365953,12
[1*]c1ccc(OC)cc1CO,0.7863178229502218,11
[1*]c1cccc(C(=O)N2CCOCC2)c1C,0.7863002377316085,16
[1*]C(=O)N/N=C1\CCCc2cc(OC)ccc21,0.7862000751439716,17
[1*][C@@H]1CCN(c2cc(Cl)ccc2OC)C1,0.7861536434963483,15
[1*]c1c(F)cc(NC(=O)NC(C)C)cc1F,0.7860660750125221,16
[1*]S(=O)(=O)NCC([1*])(C)C,0.785905087425884,10
[1*]C1CCN(C(=O)CCNC(=O)OC)CC1,0.785840935685355,16
[1*]CNC(=O)N(C)C1CCCCC1,0.7856135237934997,13
[1*][C@H]1CCCN(C(=O)c2ccccc2F)C1,0.785386002966154,16
[1*]C1CCN(C(=O)N2CCCC2)CC1,0.7853720773878129,14
[1*]N1CCC(Cn2cccn2)CC1,0.7853284573244752,13
[1*]N1CCC[C@H]1Cc1cccc(F)c1,0.7852327233235885,14
[1*]NC(=O)N([1*])CCC#N,0.7852301525807417,10
[1*]NC(=S)N(C)C[1*],0.7852222529174344,8
[1*]CNC(=O)CN(CC)C([1*])=O,0.7852204063152489,12
[1*]C(=O)c1ccc(C)c(OC)c1,0.7850868332656474,12
[1*]C(=O)c1cc(C)[nH]c(=O)n1,0.7850689864683164,11
[1*]CNC(=O)N(CC)C1CCCCC1,0.7850567908223602,14
[1*]c1cccc(NC(=O)CC)c1C,0.7849846496663491,13
[1*]CN(C)C(=O)NCc1ccc(Cl)cc1,0.7849499812186359,15
[1*]C(=O)CCNC(=O)C([1*])(C)C,0.7849245872816951,12
[1*]c1ccc(Cl)c(N2CCCS2(=O)=O)c1,0.7848726758458371,15
[1*]c1cc(C(=O)NCC(C)C)on1,0.7847935258561126,13
[1*]NC(=O)c1ccsc1,0.7847814594940485,9
[1*]n1cc(C(=O)OC)c2ccccc12,0.7847497664198578,14
[1*]c1nc(CSC)cs1,0.7846585915176931,9
[1*]COC(=O)NCC(=O)N([1*])C,0.784648373824481,12
[1*]c1nc(C)c(C(=O)N2CCOCC2)s1,0.7845046341920847,15
[1*]c1cccc([C@H]2CCCCNC2=O)c1,0.7844912868213076,15
[1*][C@@H]1CCCN1C(=O)c1cccc(F)c1,0.7843809361342139,15
[1*]C(=O)NCc1cccc(C#N)c1,0.7842555142218688,13
[1*]c1cccc(C(=O)OCC(F)(F)F)c1,0.7842065411658639,15
[1*]C1CCN(C(=O)c2cn[nH]n2)CC1,0.7841473856393985,14
[1*]CN(C)C(=O)CNC(=O)CO[1*],0.784107308639335,13
[1*]NC(=O)C/C=C/[1*],0.78409467736343,8
[1*]C(=O)c1ccc(Cl)cc1F,0.7840694698470665,11
[1*][C@@H]1CC(=O)N(c2ccc(C)c(Cl)c2)C1,0.7840572289909723,15
[1*]N(CC(=O)NCC)S([1*])(=O)=O,0.783912294219219,12
[1*]C(=O)c1ccc(C(=O)NC(C)C)cc1,0.7837713499194409,15
[1*]C(=O)N[C@H](C)C([1*])c1ccccc1,0.7835844556089164,14
[1*]c1ccc(OC)c(N2CCOC2=O)c1,0.7835468463164258,15
[1*]NCC(=O)N1CCCCC1,0.783186767263622,11
[1*]N1C(=O)COc2cc(C)ccc21,0.7831695014459531,13
[1*]N1CCN(CC(=C)Cl)CC1,0.7830916048466666,11
[1*]NC(=O)NCc1cnn(C)c1C,0.783034333671666,13
[1*]c1ccc(CSCC)cc1,0.7829909931409446,11
[1*]CNC(=O)CC1CCCC1,0.7829115461422569,11
[1*]N1CCCc2ccc(S(N)(=O)=O)cc21,0.782832334539806,15
[1*]c1ncccc1CNC(=O)N(C)C(C)C,0.7827898285247993,16
[1*][C@@H]1CCCN(C(=O)Cn2ccnc2)C1,0.7822427356235628,15
[1*]C1CCN(S(=O)(=O)c2cc(C)ccc2C)CC1,0.7820431411248363,18
[1*]c1nnc(CNC(=O)C2CC2)s1,0.7818772732685099,13
[1*]c1cc(NC(=O)NCC)n(C)n1,0.7818109345737085,13
[1*]N1CCN(C(=O)C2CCCC2)CC1,0.7814402388551905,14
[1*]CN(C[1*])C(=O)NCCC,0.7813672275266212,11
[1*]C(=O)N1CC[C@H](CO)C1,0.7812016503792801,10
[1*]c1cc(N2CCCC2)ncn1,0.781056465674991,12
[1*][C@@H]1CCCN(C(=O)c2ccc(N)nc2)C1,0.7810134783907171,16
[1*]c1ccc(O)c(C)c1,0.7809800578769469,9
[1*]c1ccc(N2CCCC2)c(C)c1,0.7809478354014767,13
[1*]CN([1*])CCCO,0.780935827156914,8
[1*]c1cccc(NCc2ccc(Cl)o2)c1,0.7809025928803678,15
[1*]c1ccc(OC)c(C(=O)N2CCCC2)c1,0.7808762795105504,16
[1*]C1CCN(C(=O)Nc2cccc(F)c2)CC1,0.7807140617181311,17
[1*]N1CCC(NC(=O)c2cccc(F)c2)CC1,0.7805744962426924,17
[1*]c1ncoc1-c1cccc(C)c1,0.7804221063937664,13
[1*]c1cc(NC(=O)OC(C)(C)C)ccc1C,0.7803804045448387,16
[1*][C@@H](NCC([1*])=O)c1ccccc1,0.7802413223875136,13
[1*]c1ccc(OC)c(NS(C)(=O)=O)c1,0.7802235874991954,14
[1*][C@H]1CCCN(c2ncc(Cl)cc2F)C1,0.7802155308670728,15
[1*]n1nnc(C(N)=O)c1C,0.7801777777230957,10
[1*]N1CCNC(=O)C1(C)C,0.7801228713067515,10
[1*]c1cccc(NC(=O)CCC(F)(F)F)c1,0.7800727998911186,16
[1*]c1sccc1S(=O)(=O)N(C)C,0.7798115937578151,12
[1*]c1cc(-c2onc(C)c2C)ccc1OC,0.7797966416461696,16
[1*]C(=O)c1ccc(C(N)=O)cc1,0.7796825296278167,12
[1*]c1csc(CO)n1,0.779656024930213,8
[1*]NC(=O)/C=C/c1ccccc1,0.7796399564776023,12
[1*]c1cc(F)c(O)c(F)c1,0.779566482625726,10
[1*]c1ccc2c(c1)C(=O)N(C)CCO2,0.7795078596602745,14
[1*]C(C)(C)C(=O)N[1*],0.779491314387539,8
[1*]CN(C(=O)NC[1*])C(C)C,0.7794456247189216,11
[1*]c1ccc(OC)c(-n2cnnn2)c1,0.7794117129067727,14
[1*]C(=O)N1CCOC(C)(C)C1,0.7792633800624135,11
[1*]c1cc(N)cn1CC,0.7790932965470957,9
[1*]c1cccc(CN2CCOCC2)c1,0.7790622649220846,14
[1*]C1(NC(C)=O)CCN([1*])CC1,0.7790044112929281,12
[1*]C(=O)N([1*])CCC(N)=O,0.7789104773429883,10
[1*]C(=O)CN(C)C[1*],0.7788246040119159,8
[1*]c1ccc(CCO)o1,0.7787214429539531,9
[1*]c1nc(C(=O)N(CC)CC(C)(C)O)cs1,0.778720516209875,16
[1*]c1sc(C)c(C)c1C(=O)N(C)c1ccc(F)cc1,0.7787103997025167,19
[1*][C@@H]1CC(=O)N(c2ccc(C)c(F)c2)C1,0.7785778845192793,15
[1*]c1cccc(OCC(=O)N2CCCC2)c1,0.7783015499633006,16
[1*]c1cccc(C)c1F,0.7782767548918724,9
[1*][C@@H]1CC(=O)N(CCc2ccc(F)cc2)C1,0.7780723279670296,16
[1*]c1c(C)nnn1-c1ccccc1,0.7779076203725676,13
[1*]c1nnn(-c2cc(C)cc(C)c2)c1N,0.7779051167954434,15
[1*]c1noc(C)c1C(=O)NC(C)(C)CO,0.7778396885411819,15
[1*]NC(=O)CN([1*])CC,0.7774962516101039,9
[1*]C1CCN(C(=O)c2sc(C)cc2OC)CC1,0.7774154100643607,17
[1*]n1c(C)cc(C(=O)OCC(=O)NC)c1C,0.7773954471602922,16
[1*]n1nc(C(=O)N[C@@H](C)CC)cc1C,0.7772871681158654,14
[1*]CN(C)C(=O)CN[1*],0.7772868646538841,9
[1*]c1c(C)cc(Cl)cc1C,0.7772703141085071,10
[1*]c1nc([1*])nc(Cl)n1,0.777215178575073,9
[1*]c1ccc(N2CCC(C)CC2)cc1,0.7771930932517415,14
[1*]C(=O)CCNC(=O)c1cccc(C)c1,0.77698048119842,15
[1*]c1ccccc1NC(=O)CCC,0.776829765751631,13
[1*]c1ccc(OCC(=O)N(C)C)cc1,0.7768200231997396,14
[1*][C@H]1CCCCN1C(=O)CCC,0.7768092066720043,12
[1*]n1c(N)nc(C)cc1=O,0.7766469884445891,10
[1*]c1nc(CC(=O)NCc2ccccc2)cs1,0.7766400817855369,17
[1*]N1CCN(C(=O)[C@H](NC(C)=O)C(C)C)CC1,0.7764697465598579,17
[1*]c1cccc(OCCC(C)C)c1,0.7764565491542916,13
[1*]NC(=O)N(C)Cc1ncnn1C,0.7763446367477281,13
[1*]c1cccc(C(=O)NC(C)(C)C#N)c1,0.7761448607177142,15
[1*]c1cc(S(N)(=O)=O)ccc1F,0.7760539358733659,12
[1*]Cc1cc(C#N)ccc1F,0.7760402506840682,11
[1*]c1csc(NCC)n1,0.7759734879145558,9
[1*]n1ccc2c(OC)cccc2c1=O,0.7759491010935449,14
[1*]C(=O)c1ccc(C)[nH]c1=O,0.7759177751257229,11
[1*]C(=O)N1CCCC[C@@H]1C(=O)NC,0.7758753825396725,13
[1*]c1c(Cl)ccc(Cl)c1OC,0.7758381807278143,11
[1*]c1nc2c(c(N(C)C)n1)CCN(C(=O)CO)C2,0.7756222690156453,18
[1*]c1noc(CNC(=O)C(CC)CC)n1,0.7755915511989643,15
[1*]c1sc(N2CCCC2=O)nc1C(C)C,0.7755901200886817,15
[1*]c1nn(C)cc1Cl,0.7755005048847982,8
[1*]C1CCN(c2c(Cl)cccc2C#N)CC1,0.7754741262331246,16
[1*]C(=O)NC1=NCCS1,0.7753516626245847,9
[1*]c1ccc(C(=O)NC(C)(C)C)cc1,0.7753230709660751,14
[1*]C(=O)c1ncccc1OCC,0.775298623843919,12
[1*]CNC(=O)[C@@H](C)NC([1*])=O,0.7752973197472283,11
[1*]NC(=O)N(C)CC(=O)N[1*],0.7752955496545798,11
[1*]c1ccccc1C(=O)NC[C@@H](C)C#N,0.7752951910020882,15
[1*]N1CCC(c2nnc(C(C)C)o2)CC1,0.7751434025769525,15
[1*]c1cccc(C(=O)NC[C@@H]2CCCO2)c1,0.7751330499146649,16
[1*]c1cccn(CC(F)(F)F)c1=O,0.7750654340211337,13
[1*]c1cncc(C(=O)OCC)c1,0.7749814125138729,12
[1*]c1cccc(CC(=O)[O-])c1,0.7748679282761911,11
[1*]c1ccc(C(=O)NCC2CCC2)o1,0.7747938848178696,14
[1*]c1ccc(F)c(C#N)c1F,0.7747503359286477,11
[1*][C@@H]1CCCN(C(=O)c2ccc(F)cc2F)C1,0.7747503034449337,17
[1*]c1c(C)c(C)nn1C,0.7746498805139892,9
[1*]C1CCN(C(=O)c2cccc(C)c2C)CC1,0.7745265591040733,17
[1*]c1ccc(CNC(=O)OC(C)(C)C)cc1,0.7745051154709072,16
[1*]c1cnc(CO)s1,0.774425028671195,8
[1*]NCC(=O)N([1*])C,0.7744136749814937,8
[1*]C(=O)NC[C@@H]([1*])N(C)C,0.7744033494256904,10
[1*]N1CCN(C(=O)CNC(=O)C(C)(C)C)CC1,0.7742062482504731,17
[1*][C@H]1CCCN(C(=O)c2ccc[nH]c2=O)C1,0.7741318255432865,16
[1*]C(=O)NCC[C@@H]([1*])C,0.7740818375505897,9
[1*]c1cc(Cl)ccc1C(F)(F)F,0.7740714156400809,12
[1*]c1nc(N)nc(C)c1C(=O)NC,0.7739672764248755,13
[1*]c1ccc(NC(=O)C(C)C)cc1C#N,0.7738351502607647,15
[1*]N1CCN(C(=O)CCC2CCCCC2)CC1,0.7737403637216648,17
[1*]c1ccc(C)c(NC(=O)C(C)(C)CC)c1,0.7737040468570897,16
[1*]c1cc(C)nn1-c1cccc(C)c1,0.7735334785340081,14
[1*]c1noc(C)c1C(=O)NC(C)(C)CC(C)(C)C,0.7734313971457722,18
[1*][C@H]1CCCN1C(=O)c1ccc(F)cc1,0.7733463190007758,15
[1*]c1cc2c(c(C)n1)CNC2=O,0.7733265177246135,12
[1*]C(=O)CNC(=O)c1cccs1,0.7732340866566161,12
[1*]c1ccc([C@@H](C)NS(N)(=O)=O)cc1,0.7731959269617912,14
[1*]c1csc(NC(=O)OC)n1,0.7730936629997129,11
[1*]c1cccc(C2SCCS2)c1,0.7730931128243724,12
[1*]c1cc2c(oc1=O)CC(C)(C)CC2=O,0.7730170586133471,15
[1*]c1ccc(C(=O)N2CCN(CCO)CC2)cc1,0.7730010300157258,18
[1*]N1CCN(CC(=O)Nc2nccs2)CC1,0.7729120405738276,16
[1*]C1=CCN(C(=O)C(C)(C)NC(=O)OC)CC1,0.7728959312830551,17
[1*]C1(c2cccc(F)c2)CCCC1,0.7728859092257427,13
[1*]c1ccnn1C1CCCC1,0.7728101439203381,11
[1*]c1cc(S(=O)(=O)N(C)C)ccc1F,0.7728058999016281,14
[1*]c1nnc(NC(=O)C(C)(C)C)o1,0.7725330213127709,13
[1*]N1CCC[C@@H]1C(=O)Nc1ccccc1C,0.7724175535497066,16
[1*]c1ccc(OCc2cc(Cl)c3c(c2)OCCO3)cc1,0.7723906763722109,20
[1*][C@@H]1CCCN1C(=O)CNC(C)=O,0.7723436420069254,13
[1*]c1noc(CNC(=O)NCC)n1,0.7723282437842641,13
[1*]C(=O)SCCNC([1*])=O,0.7722684179432617,10
[1*][C@H]1CC(=O)N(C2CCOCC2)C1,0.7720842353307197,13
[1*]c1cccc2c1CCC2=O,0.7720804619206596,11
[1*][C@H]1CCCN(c2nc(C)cc(C)n2)C1,0.7720669130871114,15
[1*]c1nc(NC(=O)CC(C)(C)C)sc1CC,0.7720276281089787,16
